carto_id;NOM_DISPOSITIF;ADRESSE;CODE_POSTAL;VILLE;COM_CODE;COM_NOM;EPCI_CORRE;ADRESSE_COMPLETE;TYPE_STRUCTURE;HORAIRES;INFOS;N_TEL;MAIL;WEBSITE;SERVICES;ACCES;lat;lon;;;;
carto_id_73;Maison de quartier Mandela;13 Av. de l'Île de France;25000;BESANCON;25056;Besancon;CA du Grand Besancon;13 Av. de l'Île de France 25000 BESANCON;association;;;03 81 87 81 20;planoise.mdq@besançon.fr;http://planoisactive.fr/apropos;;acces_libre-;47,221048;5,967357;;;;
carto_id_74;Médiathèque Pontarlier;69 Rue de la République;25300;PONTARLIER;25462;Pontarlier;CC du Grand Pontarlier;69 Rue de la République 25300 PONTARLIER;biblioth_que;;;03 81 38 81 37;mediatheque@ville-pontarlier.com;https://mediatheque.ville-pontarlier.fr/;;acces_libre-;46,903805;6,354288;;;;
carto_id_75;Maison des séniors Besancon;8 Rue Pasteur;25000;BESANCON;25056;Besancon;CA du Grand Besancon;8 Rue Pasteur 25000 BESANCON;collectivite;;;03 81 41 22 04;maison-des-seniors@besancon.fr;https://www.grandbesancon.fr/infos-pratiques/solidarite-sante/maison-des-seniors/;accomp_demarches-;acces_libre-;47,2382;6,02191;;;;
carto_id_76;MJC Clairs-Soleils;67E Rue de Chalezeule;25000;BESANCON;25056;Besancon;CA du Grand Besancon;67E Rue de Chalezeule 25000 BESANCON;association;;;03 81 50 69 93;http://www.mjc-besancon.fr/;;accomp_demarches-ateliers_formations-;;47,2494;6,05351;;;;
carto_id_77;CCAS Baumes les Dames;3 Place de la République;25110;BAUME LES DAMES;25047;Baume-les-Dames;CC du Doubs Baumois;3 Place de la République 25110 BAUME LES DAMES;ccas;;;03 81 84 75 10;actionsociale@baumelesdames.org;;;acces_libre-;47,352575;6,36156;;;;
carto_id_78;CCAS de Montbéliard;11 rue Maurice Ravel;25200;MONTBELIARD;25388;Montbéliard;CA Pays de Montbéliard Agglomération;11 rue Maurice Ravel 25200 MONTBELIARD;ccas;;- Formation à l'outil numérique - Accès internet avec accompagnement   aider les usagers en démarchant auprès de CAF  CPAM  Impôts  Ameli...;03 81 99 23 00;ccas@montbeliard.com;;ateliers_formations-;;47,510195;6,798133;;;;
carto_id_79;CCAS de Bethoncourt;13 rue Buffon;25200;BETHONCOURT;25057;Bethoncourt;CA Pays de Montbéliard Agglomération;13 rue Buffon 25200 BETHONCOURT;ccas;;UVTD (Université Virtuelle du Temps Disponible) - Proposer des conférences à distance;03 81 96 61 93  ;;https://www.bethoncourt.fr/ccas/;ateliers_formations-;;47,53262;6,796058;;;;
carto_id_80;Cafés connectés (CCAS) ;Mairie de L'Isle-sur-le Doubs  Place François Mitterrand  ;25250;L'ISLE SUR LE DOUBS;25315;L'Isle-sur-le-Doubs;CC des Deux Vallées Vertes;Mairie de L'Isle-sur-le Doubs  Place François Mitterrand   25250 L'ISLE SUR LE DOUBS;ccas;;;;;;ateliers_formations-;;47,451012;6,578937;;;;
carto_id_81;Cafés connectés (CCAS);6  Rue Barral;25500;MORTEAU;25411;Morteau;CC du Val de Morteau;6  Rue Barral 25500 MORTEAU;ccas;;;;;;ateliers_formations-;;47,056765;6,604261;;;;
carto_id_82;Cafés connectés (CCAS);1 rue des Fleurs;25550;BAVANS;25048;Bavans;CA Pays de Montbéliard Agglomération;1 rue des Fleurs 25550 BAVANS;ccas;;Accomplissement des démarches CAF  CPAM  Ameli  Impôts... Avec accompagnement - ateliers (+ de 60ans) - septembre 2021;;;;accomp_demarches-ateliers_formations-;;47,056541;6,604705;;;;
carto_id_83;Cafés connectés (CCAS);3 place de la République;25110;BAUME LES DAMES;25047;Baume-les-Dames;CC du Doubs Baumois;3 place de la République 25110 BAUME LES DAMES;ccas;;;;;;ateliers_formations-;;47,481788;6,729818;;;;
carto_id_84;Cafés connectés (CCAS);1 RUE DE L'HOTEL DE VILLE;25800;VALDAHON;25578;Valdahon;CC des Portes du Haut-Doubs;1 RUE DE L'HOTEL DE VILLE 25800 VALDAHON;ccas;;;;;;ateliers_formations-;;47,147624;6,343105;;;;
carto_id_85;Cafés connectés (CCAS);Place Emile Peugeot;25700;MATHAY;25370;Mathay;CA Pays de Montbéliard Agglomération;Place Emile Peugeot 25700 MATHAY;ccas;;;;;;ateliers_formations-;;47,439559;6,781266;;;;
carto_id_86;Cafés connectés (CCAS);Rue Jules-Ferry;25310;BLAMONT;25063;Blamont;CA Pays de Montbéliard Agglomération;Rue Jules-Ferry 25310 BLAMONT;ccas;;;;;;ateliers_formations-;;47,385788;6,84889;;;;
carto_id_87;Cafés connectés (ADMR);1  place de la Libération;25530;VERCEL VILLEDIEU LE CAMP;25601;Vercel-Villedieu-le-Camp;CC des Portes du Haut-Doubs;1  place de la Libération 25530 VERCEL VILLEDIEU LE CAMP;ccas;;;;;;ateliers_formations-;;47,183132;6,398857;;;;
carto_id_88;Cafés connectés (CCAS);11 rue Maurice Ravel;25200;MONTBELIARD;;Montbéliard;;11 rue Maurice Ravel 25200 MONTBELIARD;ccas;;;;;;;;47,497154;6,799938;;;;
carto_id_89;Cafés connectés (CCAS);13 rue Buffon;25200;BETHONCOURT;;Bethoncourt;;13 rue Buffon 25200 BETHONCOURT;ccas;;;;;;;;47,532991;6,804307;;;;
carto_id_90;Cafés connectés (CCAS);5 B rue Pierre Peugeot;25310;HERIMONCOURT;;Hérimoncourt;;5 B rue Pierre Peugeot 25310 HERIMONCOURT;ccas;;;;;;;;47,442186;6,883117;;;;
carto_id_91;Cafés connectés (CCAS);1  rue Pasteur;25130;VILLERS LE LAC;;Villers le Lac;;1  rue Pasteur 25130 VILLERS LE LAC;ccas;;;;;;;;47,058913;6,667112;;;;
carto_id_92;Cafés connectés (CCAS);2  rue de la Gare;25560;FRASNE;;Frasne;;2  rue de la Gare 25560 FRASNE;ccas;;;;;;;;46,85724;6,159942;;;;
carto_id_93;Cafés connectés (CCAS);26 rue de la Mairie;25660;SAONE;;Saône;;26 rue de la Mairie 25660 SAONE;ccas;;;;;;;;47,225;6,11709;;;;
carto_id_94;Cafés connectés (COMMUNE);23  Grande rue;25640;CENDREY;;Cendrey;;23  Grande rue 25640 CENDREY;collectivite;;;;;;;;47,404358;6,245031;;;;
carto_id_95;ADMR résidence séniors;Place du 8 Mai;25500;LES FINS;;Les Fins;;Place du 8 Mai 25500 LES FINS;association;;;03 81 56 22 44;info.fede25@admr.org;https://www.fede25.admr.org/;;;47,07848;6,628737;;;;
carto_id_96;Ilots numériques (La Poste Champs Montants);9 rue de la Mairie;25400;AUDINCOURT;25031;Audincourt;CA Pays de Montbéliard Agglomération;9 rue de la Mairie 25400 AUDINCOURT;entreprise;;;;;;accomp_demarches-;acces_libre-;47,481366;6,841397;;;;
carto_id_97;Ilots numériques (La Poste);4 Place du Général de Gaulle;25650;GILLEY;25271;Gilley;CC de Montbenoît;4 Place du Général de Gaulle 25650 GILLEY;entreprise;;Ilots numériques avec points d’accès internet Imprimantes  scanners  ordinateurs avec accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…) Accompagnement par un agent de la municipalité (ex : secrétaire);;;;accomp_demarches-;adapt_handicap-acces_libre-;47,047376;6,478657;;;;
carto_id_98;Ilots numériques (La Poste);4 Rue du Vieux Moulin;25310;HERIMONCOURT;25304;Hérimoncourt;CA Pays de Montbéliard Agglomération;4 Rue du Vieux Moulin 25310 HERIMONCOURT;entreprise;;;;;;accomp_demarches-;acces_libre-;47,441434;6,881275;;;;
carto_id_99;Ilots numériques (La Poste);5 Rue de l'Eglise;25290;EPEUGNEY;25220;Epeugney;CC Loue-Lison;5 Rue de l'Eglise 25290 EPEUGNEY;entreprise;;;;;;accomp_demarches-;acces_libre-;47,116994;6,024344;;;;
carto_id_100;Ilots numériques (La Poste);29 RUE DE LA 5E DB;25750;ARCEY;25512;Le Russey;CC du Plateau de Russey;29 RUE DE LA 5E DB 25750 ARCEY;entreprise;;Ilots numériques avec points d’accès internet Imprimantes  scanners  ordinateurs avec accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…) Accompagnement par un agent de la municipalité (ex : secrétaire);;;;accomp_demarches-;adapt_handicap-acces_libre-;47,521577;6,658439;;;;
carto_id_101;Ilots numériques (La Poste);1 RUE PORTE DES NOYES;25340;PAYS DE CLERVAL;25512;Le Russey;CC du Plateau de Russey;1 RUE PORTE DES NOYES 25340 PAYS DE CLERVAL;entreprise;;Ilots numériques avec points d’accès internet Imprimantes  scanners  ordinateurs avec accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…) Accompagnement par un agent de la municipalité (ex : secrétaire);;;;accomp_demarches-;adapt_handicap-acces_libre-;47,393324;6,497102;;;;
carto_id_102;Ilots numériques (La Poste);4 PLACE DU MARCHE;25680;ROUGEMONT;25512;Le Russey;CC du Plateau de Russey;4 PLACE DU MARCHE 25680 ROUGEMONT;entreprise;;Ilots numériques avec points d’accès internet Imprimantes  scanners  ordinateurs avec accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…) Accompagnement par un agent de la municipalité (ex : secrétaire);;;;accomp_demarches-;adapt_handicap-acces_libre-;47,480046;6,354887;;;;
carto_id_103;Ilots numériques (La Poste);10 PLACE BUGNET;25270;LEVIER;25512;Le Russey;CC du Plateau de Russey;10 PLACE BUGNET 25270 LEVIER;entreprise;;Ilots numériques avec points d’accès internet Imprimantes  scanners  ordinateurs avec accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…) Accompagnement par un agent de la municipalité (ex : secrétaire);;;;accomp_demarches-;adapt_handicap-acces_libre-;46,953653;6,116531;;;;
carto_id_104;Ilots numériques (La Poste);1 GRANDE RUE;25240;MOUTHE;;Mouthe;;1 GRANDE RUE 25240 MOUTHE;entreprise;;;;;;;;46,710386;6,192658;;;;
carto_id_105;Ilots numériques (La Poste);1 PLACE DE LA POSTE;25360;BOUCLANS;;Bouclans;;1 PLACE DE LA POSTE 25360 BOUCLANS;entreprise;;;;;;;;47,246367;6,236646;;;;
carto_id_106;Ilots numériques (La Poste);13 RUE DU FOUR;25330;AMANCEY;;Amancey;;13 RUE DU FOUR 25330 AMANCEY;entreprise;;;;;;;;47,037799;6,070477;;;;
carto_id_107;Ilots numériques (La Poste);18 RUE DE LA GARE;25560;FRASNE;;Frasne;;18 RUE DE LA GARE 25560 FRASNE;entreprise;;;;;;;;46,857464;6,158342;;;;
carto_id_108;Ilots numériques (La Poste);1 RUE FRANCOIS MITTERRAND;25490;FESCHES LE CHATEL;25512;Le Russey;CC du Plateau de Russey;1 RUE FRANCOIS MITTERRAND 25490 FESCHES LE CHATEL;entreprise;;Ilots numériques avec points d’accès internet Imprimantes  scanners  ordinateurs avec accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…) Accompagnement par un agent de la municipalité (ex : secrétaire);;;;accomp_demarches-;adapt_handicap-acces_libre-;47,522481;6,912569;;;;
carto_id_109;Ilots numériques (La Poste);4 Place Toussaint Louverture;25260;MONTENOIS;25394;Montenois;CA Pays de Montbéliard Agglomération;4 Place Toussaint Louverture 25260 MONTENOIS;entreprise;;;;;;accomp_demarches-;acces_libre-;47,491888;6,665429;;;;
carto_id_110;Ilots numériques (La Poste);8 Rue de l'Europe;25700;MATHAY;25370;Mathay;CA Pays de Montbéliard Agglomération;8 Rue de l'Europe 25700 MATHAY;entreprise;;;;;;accomp_demarches-;acces_libre-;47,437441;6,786037;;;;
carto_id_111;Ilots numériques (La Poste);1 Rue de la Mairie;25420;BART;25043;Bart;CA Pays de Montbéliard Agglomération;1 Rue de la Mairie 25420 BART;entreprise;;;;;;accomp_demarches-;acces_libre-;47,491793;6,771382;;;;
carto_id_112;Ilots numériques (La Poste);7 Place de la Libération;25790;LES GRAS;25296;Les Gras;CC du Val de Morteau;7 Place de la Libération 25790 LES GRAS;entreprise;;Ilots numériques avec points d’accès internet Imprimantes  scanners  ordinateurs avec accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…) Accompagnement par un agent de la municipalité (ex : secrétaire);;;;accomp_demarches-;adapt_handicap-acces_libre-;46,994796;6,544041;;;;
carto_id_113;Ilots numériques (La Poste);2 T Rue du Lomont;25310;BLAMONT;25063;Blamont;CA Pays de Montbéliard Agglomération;2 T Rue du Lomont 25310 BLAMONT;entreprise;;;;;;accomp_demarches-;acces_libre-;47,385425;6,851519;;;;
carto_id_114;Ilots numériques (La Poste);17 Rue de Franche Comté;25300;VERRIERES DE JOUX;25609;Verrières-de-Joux;CC du Grand Pontarlier;17 Rue de Franche Comté 25300 VERRIERES DE JOUX;entreprise;;Ilots numériques avec points d’accès internet Imprimantes  scanners  ordinateurs avec accès aux sites des opérateurs partenaires (CAF  CPAM  MSA  DDFIP  Pôle Emploi…) Accompagnement par un agent de la municipalité (ex : secrétaire);;;;accomp_demarches-;adapt_handicap-acces_libre-;46,897096;6,449935;;;;
carto_id_115;Ilots numériques (La Poste);18 Avenue de l'Ile de France;25000;BESANCON;25056;Besancon;CA du Grand Besancon;18 Avenue de l'Ile de France 25000 BESANCON;entreprise;;;;;;accomp_demarches-;acces_libre-;47,2214;5,96703;;;;
carto_id_116;Etapes Numérique (La Poste);Esplanade des Fêtes;25190;SAINT HIPPOLYTE;;Saint-Hippolyte;;Esplanade des Fêtes 25190 SAINT HIPPOLYTE;entreprise;;;;;;;;47,320281;6,814496;;;;
carto_id_117;Technopole TEMIS;18 Rue Alain Savary;25000;BESANCON;25056;Besancon;CA du Grand Besancon;18 Rue Alain Savary 25000 BESANCON;espnum;;;;;;tierslieux_cowork-;;47,2518;5,99813;;;;
carto_id_118;SEM Numérica;Cours Louis Leprince-Ringuet;25200;MONTBELIARD;25388;Montbéliard;CA Pays de Montbéliard Agglomération;Cours Louis Leprince-Ringuet 25200 MONTBELIARD;entreprise;;;03 81 31 26 80;contact@numericabfc.com;https://numericabfc.com/;tierslieux_cowork-;;47,496067;6,805527;;;;
carto_id_119;La tant'ative - espace de coworking;5 Rue Marpaud;25300;PONTARLIER;25462;Pontarlier;CC du Grand Pontarlier;5 Rue Marpaud 25300 PONTARLIER;espnum;;Différents espaces de travail (coworking  salle de réunion) Cotisation annuelle ou location ponctuelle;06 31 83 98 56;tanta@aliceadsl.fr;https://www.tant-a.org/la-tantative/;tierslieux_cowork-;adapt_handicap-acces_libre-;46,900735;6,356554;;;;
carto_id_120;CCAS Valentigney;10 Place Emile Peugeot;25700;VALENTIGNEY;25580;Valentigney;CA Pays de Montbéliard Agglomération;10 Place Emile Peugeot 25700 VALENTIGNEY;ccas;;Accès internet  Caf  Cpam  Pôle emploi Connexion internet avec accompagnement aux droits numériques; 03 81 36 25 02;ccas@valentigney.f;https://www.valentigney.fr/ccas.html;accomp_demarches-ateliers_formations-;acces_libre-;47,461212;6,837415;;;;
carto_id_121;Bibliothèque de Morteau;10 Place de la Halle;25500;MORTEAU;25411;Morteau;CC du Val de Morteau;10 Place de la Halle 25500 MORTEAU;biblioth_que;;5 ordinateurs en libre accès (pas d'assistance)+ Cours informatique pour les sénior réalisés par une formatrice externe;03 81 68 56 88;;https://mediatheque.morteau.org/;ateliers_formations-;adapt_handicap-acces_libre-;47,056997;6,603397;;;;
carto_id_122;Bibliothèque de Quingey;15 Rue des Salines;25440;QUINGEY;25475;Quingey;CC Loue-Lison;15 Rue des Salines 25440 QUINGEY;biblioth_que;;;03 81 63 88 57;lesmotsdelaloue.mediatheque@gmail.com;https://mediathequedupaysdequingey.wordpress.com/;ateliers_formations-;acces_libre-;47,102263;5,882119;;;;
carto_id_123;Bibliothèque de Saint-Vit;24 Rue Charles de Gaulle;25410;SAINT VIT;25527;Saint-Vit;CA du Grand Besancon;24 Rue Charles de Gaulle 25410 SAINT VIT;biblioth_que;;;03 81 87 00 99;mediatheque@saintvit.fr;https://saintvit.bibenligne.fr/;ateliers_formations-;acces_libre-;47,1818;5,81109;;;;
carto_id_124;Bibliothèque de L'isle sur le Doubs;20 Rue Bourlier;25250;L'ISLE SUR LE DOUBS;25315;L'Isle-sur-le-Doubs;CC des Deux Vallées Vertes;20 Rue Bourlier 25250 L'ISLE SUR LE DOUBS;biblioth_que;;; 03 81 99 37 80;mairie@islesurledoubs.fr;https://www.islesurledoubs.fr/loisirs/bibliotheque-municipale.htm;ateliers_formations-;acces_libre-;47,447068;6,586286;;;;
carto_id_125;Bibliothèque Amancey;13 rue du four;25330;AMANCEY;25015;Amancey;CC Loue-Lison;13 rue du four 25330 AMANCEY;biblioth_que;;;03 81 86 75 72;;;;acces_libre-;47,037643;6,070628;;;;
carto_id_126;Bibliothèque Arcey;5 Rue de la Neuvelle;25750;ARCEY;25022;Arcey;CC des Deux Vallées Vertes;5 Rue de la Neuvelle 25750 ARCEY;biblioth_que;;;03 81 91 47 18;bibliothèque.arcey@orange.fr;https://arcey.fr/vivez-votre-village/mediatheque/;;acces_libre-;47,521664;6,660387;;;;
carto_id_127;Bibliothèque Baume les Dames;1 Place de la Loi;25110;BAUME LES DAMES;25047;Baume-les-Dames;CC du Doubs Baumois;1 Place de la Loi 25110 BAUME LES DAMES;biblioth_que;;;03 81 51 60 79;;https://mediatheque.baume-les-dames.org/;;acces_libre-;47,351946;6,361348;;;;
carto_id_128;Bibliothèque Bouclans;5 Rue de la Mairie;25360;BOUCLANS;25078;Bouclans;CC des Portes du Haut-Doubs;5 Rue de la Mairie 25360 BOUCLANS;biblioth_que;;;03 81 55 20 19;;;;acces_libre-;47,248309;6,236917;;;;
carto_id_129;Bibliothèque Chatillon le Duc;3 rue de la Dame Blanche;25870;CHATILLON LE DUC;25133;Chatillon-le-Duc;CA du Grand Besancon;3 rue de la Dame Blanche 25870 CHATILLON LE DUC;biblioth_que;;;03 81 58 61 66;mediatheque.chatillon-le-duc@laposte.net;http://www.chatillon-le-duc.fr/page/culture-et-association/le-du-doubs-service-du-conseil-departemental;;acces_libre-;47,3055;6,00872;;;;
carto_id_130;Bibliothèque Chemaudin et Vaux;4 allée denis arnoux;25770;CHEMAUDIN ET VAUX;25147;Chemaudin et Vaux;CA du Grand Besancon;4 allée denis arnoux 25770 CHEMAUDIN ET VAUX;biblioth_que;;;03 81 58 40 47;bibliotheque-chemaudin@orange.fr;https://www.chemaudin.fr/services/mediatheque-chemaudin/;;acces_libre-;47,2349;5,88716;;;;
carto_id_131;Bibliothèque colombier;14 Rue du Stade;25260;COLOMBIER FONTAINE;25159;Colombier-Fontaine;CA Pays de Montbéliard Agglomération;14 Rue du Stade 25260 COLOMBIER FONTAINE;biblioth_que;;;03 81 93 71 87;bibcolombier@wanadoo.fr;https://www.colombierfontaine.fr/bibliotheque-166.html;;acces_libre-;47,452288;6,690063;;;;
carto_id_132;Bibliothèque Dampierre les bois;Rue de la place;25490;DAMPIERRE LES BOIS;25190;Dampierre-les-Bois;CA Pays de Montbéliard Agglomération;Rue de la place 25490 DAMPIERRE LES BOIS;biblioth_que;;;03 81 93 24 46;bib25490@laposte.net;https://www.dampierrelesbois.fr/activites/le-foyer-des-jeunes/bibliotheque/;;acces_libre-;47,506921;6,912844;;;;
carto_id_133;Bibliothèque Devecey;2 Route de Bonnay;25870;DEVECEY;25200;Devecey;CA du Grand Besancon;2 Route de Bonnay 25870 DEVECEY;biblioth_que;;;03 81 56 83 63;;https://devecey.fr/fr/rb/270454/mediatheque-12;;acces_libre-;47,3272;6,01186;;;;
carto_id_134;Bibliothèque Ecole Valentin;2 Rue de Franche-Comté;25480;ECOLE VALENTIN;25212;Ecole-Valentin;CA du Grand Besancon;2 Rue de Franche-Comté 25480 ECOLE VALENTIN;biblioth_que;;;03 81 51 48 35;;http://www.ecole-valentin.fr/page/vivre-a-ecole-valentin/vie-pratique/mediatheque;;acces_libre-;47,2761;5,99119;;;;
carto_id_135;Bibliothèque Etalans;Espace Douge;25580;ETALANS;25222;Etalans;CC des Portes du Haut-Doubs;Espace Douge 25580 ETALANS;biblioth_que;;;03 81 59 31 36;bibliotheque.etalans@hotmail.fr;https://sequoia.doubs.fr/bibliotheque/etalans;;acces_libre-;47,147832;6,277542;;;;
carto_id_136;Bibliothèque Frasne;3 Rue de la Gare;25560;FRASNE;25259;Frasne;CC du Plateau de Frasne et du Val de Drugeon (CFD);3 Rue de la Gare 25560 FRASNE;biblioth_que;;2 ordinateurs + Cours informatiques (séniors ou 8-12 ans) proposés avec des associations partenaires ;03 81 38 32 93; mediatheque@frasnedrugeon-cfd.fr;https://www.frasnedrugeon-cfd.fr/les-equipements-et-services-a-la-population/mediatheque-intercommunale/;ateliers_formations-;adapt_handicap-acces_libre-;46,856953;6,161394;;;;
carto_id_137;Bibliothèque Hérimoncourt;5 Rue Pierre Peugeot;25310;HERIMONCOURT;25304;Hérimoncourt;CA Pays de Montbéliard Agglomération;5 Rue Pierre Peugeot 25310 HERIMONCOURT;biblioth_que;;Imprimer et scanner les documents  accès internet CAF  CPAM;03 81 35 78 10;bibliotheque.herimoncourt@orange.fr;https://sequoia.doubs.fr/bibliotheque/herimoncourt;ateliers_formations-;acces_libre-;47,442171;6,882181;;;;
carto_id_138;Bibliothèque La Cluse et Mijoux;15 Le Frambourg;25300;LA CLUSE ET MIJOUX;25157;La Cluse-et-Mijoux;CC du Grand Pontarlier;15 Le Frambourg 25300 LA CLUSE ET MIJOUX;biblioth_que;;;03 81 69 48 60;bib.lacluseetmijoux@wanadoo.fr;https://sequoia.doubs.fr/bibliotheque/la-cluse-et-mijoux;;acces_libre-;46,871592;6,378838;;;;
carto_id_139;Bibliothèque Le Russey;5 Place Parrenin;25210;LE RUSSEY;25512;Le Russey;CC du Plateau de Russey;5 Place Parrenin 25210 LE RUSSEY;biblioth_que;;;03 81 43 89 64;bibliotheque-de-le-russey@wanadoo.fr;https://sequoia.doubs.fr/bibliotheque/le-russey;;acces_libre-;47,162401;6,729225;;;;
carto_id_140;Bibliothèque Les Auxons;4 Rue de la Mairie;25870;LES AUXONS;25035;Les Auxons;CA du Grand Besancon;4 Rue de la Mairie 25870 LES AUXONS;biblioth_que;;;03 81 58 74 97;bibliotheque-lesauxons@orange.fr ;https://www.lesauxons.fr/bibliotheque-ludotheque;;acces_libre-;47,2987;5,94991;;;;
carto_id_141;Bibliothèque Levier;Place Bugnet;25270;LEVIER;25334;Levier;CC Altitude 800;Place Bugnet 25270 LEVIER;biblioth_que;;;03 81.89 58 73;bibliotheque.levier@wanadoo.fr;https://levier.fr/fr/rb/335922/bibliotheque-29;;acces_libre-;46,953964;6,117441;;;;
carto_id_142;Bibliothèque Maiche;Chemin de la Canissière;25210;MAICHE;25356;Maîche;CC du Pays de Maîche;Chemin de la Canissière 25210 MAICHE;biblioth_que;;;03 81 64 18 61;bibliotheque@mairie-maiche.fr;http://maiche.bibenligne.fr/;;acces_libre-;47,250761;6,795441;;;;
carto_id_143;Bibliothèque Malbuisson;52 Grande Rue;25160;MALBUISSON;25361;Malbuisson;CC des Lacs et Montagnes du Haut-Doubs;52 Grande Rue 25160 MALBUISSON;biblioth_que;;;03 81 39 12 51;bibliotheque.malbuisson@orange.fr;https://sequoia.doubs.fr/bibliotheque/malbuisson;;acces_libre-;46,799189;6,304431;;;;
carto_id_144;Bibliothèque Mamirolle;3 Rue du Commerce;25620;MAMIROLLE;25364;Mamirolle;CA du Grand Besancon;3 Rue du Commerce 25620 MAMIROLLE;biblioth_que;;;03 81 52 63 82;bibliotheque.mamirolle@gmail.com;https://bibliotheque-mamirolle.fr/;;acces_libre-;47,1984;6,15768;;;;
carto_id_145;Bibliothèque Mandeure;Rue des Ecoles;25350;MANDEURE;25367;Mandeure;CA Pays de Montbéliard Agglomération;Rue des Ecoles 25350 MANDEURE;biblioth_que;;;03 81 30 53 49;mediathequelebelieu@gmail.com;https://mediathequemandeure.fr/;;acces_libre-;47,446883;6,835305;;;;
carto_id_146;Bibliothèque Miserey Salines;3 Rue de l'Ancien Couvent;25480;MISEREY SALINES;25381;Miserey-Salines;CA du Grand Besancon;3 Rue de l'Ancien Couvent 25480 MISEREY SALINES;biblioth_que;;;03 81 57 61 82;bibliothèque@ascms.fr;https://www.bibliotheque-de-miserey-salines.fr/;;acces_libre-;47,2871;5,97279;;;;
carto_id_147;Bibliothèque Novillars;Place du 8 Mai 1945;25220;NOVILLARS;25429;Novillars;CA du Grand Besancon;Place du 8 Mai 1945 25220 NOVILLARS;biblioth_que;;;03 81 25 16 77;mediatheque.novillars@laposte.net;https://sequoia.doubs.fr/bibliotheque/novillars;;acces_libre-;47,2896;6,13126;;;;
carto_id_148;Bibliothèque Ornans;26 Rue Saint-Laurent;25290;ORNANS;25434;Ornans;CC Loue-Lison;26 Rue Saint-Laurent 25290 ORNANS;biblioth_que;;;03 81 62 13 52;contact@mediathequeornans.fr;https://www.mediathequeornans.fr/;;acces_libre-;47,105715;6,146033;;;;
carto_id_149;Bibliothèque Oye-et-Pallet;21 Rue des écoles;25160;OYE ET PALLET;25442;Oye-et-Pallet;CC des Lacs et Montagnes du Haut-Doubs;21 Rue des écoles 25160 OYE ET PALLET;biblioth_que;;;03 81.89 46 86;bibliothequeoyeetpallet@gmail.com;https://www.cclmhd.fr/commune/oye-et-pallet/?page=bibliotheque;;acces_libre-;46,855111;6,334816;;;;
carto_id_150;Bibliothèque Pouilley les Vignes;2 rue de l'école;25115;POUILLEY LES VIGNES;25467;Pouilley-les-Vignes;CA du Grand Besancon;2 rue de l'école 25115 POUILLEY LES VIGNES;biblioth_que;;;03 81 55 49 05;bibliotheque.pouilley@orange.fr;https://www.pouilleylesvignes.com/mediatheques/17578;;acces_libre-;47,2557;5,93668;;;;
carto_id_151;Bibliothèque Roulans;Place Du Souvenir Français  Grande Rue;25640;ROULANS;25508;Roulans;CC du Doubs Baumois;Place Du Souvenir Français  Grande Rue 25640 ROULANS;biblioth_que;;;03 81 55 04 23;bibliotheque.municipale-roulans@orange.fr;http://www.roulans.fr/spip/spip.php?article34;;acces_libre-;47,316831;6,23387;;;;
carto_id_152;Bibliothèque Sancey;1 rue Joseph Montravers;25430;SANCEY;25529;Sancey;CC du Pays de Sancey-Belleherbe;1 rue Joseph Montravers 25430 SANCEY;biblioth_que;;;03 81 86 34 59;bibliotheque.sancey@wanadoo.fr;http://www.payssancey-belleherbe.fr/bibliotheques-et-mediatheque.html;;acces_libre-;47,294078;6,582969;;;;
carto_id_153;Bibliothèque Seloncourt;72 rue du Général Leclerc;25230;SELONCOURT;25539;Seloncourt;CA Pays de Montbéliard Agglomération;72 rue du Général Leclerc 25230 SELONCOURT;biblioth_que;;;03 81 36 13 47;mediatheque@mairie-seloncourt.fr;https://mediatheque-seloncourt.fr/;;acces_libre-;47,460281;6,86348;;;;
carto_id_154;Bibliothèque Thise;8 Rue de Besançon;25220;THISE;25560;Thise;CA du Grand Besancon;8 Rue de Besançon 25220 THISE;biblioth_que;;;03 81 61 01 84;bibliotheque@ville-thise.fr;https://bibliotheque.ville-thise.fr/;;acces_libre-;47,2835;6,0794;;;;
carto_id_155;Bibliothèque Valdahon;5 Rue du Lavoir;25800;VALDAHON;25578;Valdahon;CC des Portes du Haut-Doubs;5 Rue du Lavoir 25800 VALDAHON;biblioth_que;;;03 81 26 04 12;bm@valdahon.com;http://services.valdahon.com:8080/;;acces_libre-;47,148461;6,343475;;;;
carto_id_156;Bibliothèque Vieux-charmont;39 rue Belfort;25600;VIEUX CHARMONT;25614;Vieux-Charmont;CA Pays de Montbéliard Agglomération;39 rue Belfort 25600 VIEUX CHARMONT;biblioth_que;;;03 81 32 38 00;bib.vieuxcharmont@free.fr;http://www.vieux-charmont.fr/index.php?id=5076;;acces_libre-;47,52446;6,839481;;;;
